,TIMESTAMP,ContextTokens,GeneratedTokens
205,61.906835,408,91
206,61.928694,1113,531
207,62.174486,1313,170
208,62.276484,1083,426
209,62.482331,1139,394
210,62.843126,978,437
211,63.043028,26,146
212,63.112742,386,61
213,63.597893,1074,411
214,64.095402,209,162
215,64.186733,1099,455
216,64.88831,120,12
217,64.910998,126,173
218,64.93586,416,140
219,64.94079,4074,40
220,64.990268,394,83
221,65.064085,1043,399
222,65.064156,1099,396
223,65.066011,857,91
224,65.348307,209,217
225,65.531596,1109,365
226,65.715096,993,441
227,65.786251,888,418
228,66.310171,2294,72
229,66.40349,1141,388
230,66.511613,1067,394
231,66.624229,1116,423
232,66.655684,416,79
233,66.693468,1126,520
234,66.711635,203,179
235,67.245928,379,144
236,67.439933,56,164
237,67.930409,1232,410
238,67.933052,209,162
239,67.96609,206,162
240,68.682209,1083,378
241,69.017743,171,183
242,70.095865,982,429
243,70.287471,2208,87
244,70.45795,374,54
245,70.913521,1019,413
246,70.977717,126,205
247,71.553215,1147,396
248,71.926622,1078,428
249,72.258986,883,413
250,72.463206,169,217
251,72.686339,1094,429
252,72.77233,1001,427
253,73.069107,391,93
254,73.139437,4081,38
255,73.188991,1085,388
256,73.284651,1064,395
257,73.501684,1070,411
258,73.841563,972,575
259,74.006953,1099,394
260,74.046995,980,384
261,75.304583,1057,393
262,75.627209,1082,409
263,75.726526,1072,400
264,75.833898,385,98
265,75.86276,78,141
266,76.099724,412,100
267,76.28615,1027,388
268,76.55838,1146,466
269,76.749357,994,419
270,77.310607,846,108
271,77.546989,1140,430
272,78.254342,1059,649
273,78.313936,1354,200
274,78.684997,167,171
275,78.707843,1792,50
276,78.741657,40,134
277,79.24603,407,104
278,79.316404,1065,411
279,79.32308,181,241
280,79.431406,1314,137
281,79.466727,181,128
282,79.787259,163,205
283,79.788963,2,93
284,79.817387,1314,203
285,79.996058,1056,394
286,80.182683,978,442
287,80.396777,1217,565
288,80.421214,1056,398
289,80.895356,951,445
290,81.144872,1233,401
291,81.628783,1317,169
292,82.066092,1103,520
293,82.10991,887,375
294,82.413633,1123,396
295,82.497749,1095,379
296,82.919064,1079,419
297,83.735745,1073,420
298,83.797671,1147,413
299,84.029102,212,183
300,84.571937,411,81
301,84.588169,380,76
302,84.597386,2522,62
303,84.676965,990,468
304,84.894275,1106,414
305,84.963897,1117,396
306,85.076414,1147,396
307,85.469573,127,178
308,85.732975,1021,428
309,85.796477,1081,394
310,86.259018,1104,394
311,86.525605,1149,429
312,86.720968,399,86
313,86.953159,1127,385
314,87.106775,766,85
315,87.158813,1073,396
316,87.345374,91,16
317,87.369388,922,402
318,87.414471,1314,220
319,87.440262,1049,396
320,87.47872,1048,399
321,87.973239,1180,404
322,88.111777,194,217
323,88.352075,1063,396
324,88.381564,206,217
325,88.72622,1083,386
326,88.980103,1016,436
327,89.266784,958,427
328,89.39542,91,16
329,89.446895,335,18
330,89.699227,895,114
331,89.945682,1004,532
332,90.242587,194,223
333,90.922696,1001,427
334,91.014551,954,390
335,91.308865,4083,44
336,91.386707,203,217
337,91.430702,980,385
338,91.874676,91,24
339,91.975649,428,102
340,92.263546,878,110
341,92.289553,4088,41
342,92.484981,212,164
343,93.064399,982,411
344,94.053035,445,174
345,94.062529,394,86
346,94.101162,1023,421
347,94.327737,1314,152
348,94.512059,1009,420
349,94.652727,1007,375
350,94.945454,1161,373
351,94.991567,4085,52
352,95.415797,1067,429
353,95.976353,1038,409
354,96.491573,1136,422
355,96.601213,169,217
356,96.722173,313,18
357,96.820055,1116,574
358,97.007968,1240,501
359,97.014149,1060,58
360,97.036056,209,167
361,97.141007,428,108
362,97.36605,1093,414
363,97.955633,1045,585
364,98.178717,435,111
365,98.410507,1037,390
366,98.960671,422,95
367,99.625573,1313,201
368,99.644812,1184,394
369,99.650248,1001,396
370,99.89021,890,387
371,100.096556,181,140
372,100.446159,1119,397
373,100.582192,407,92
374,101.057715,1188,388
375,101.16376,1016,375
376,101.460968,1095,417
377,101.570906,1027,395
378,101.721557,1102,455
379,102.067566,1026,429
380,102.201097,1996,70
381,102.232512,1314,139
382,102.250456,181,173
383,102.420546,1049,397
384,102.573461,1132,414
385,102.582485,1088,386
386,102.858752,125,205
387,103.483118,2396,69
388,103.512061,206,167
389,103.729903,376,73
390,104.356158,127,198
391,104.559528,4078,49
392,104.916233,404,109
393,105.275678,1026,409
394,105.477932,1199,394
395,105.8322,91,16
396,105.952538,1013,422
397,105.980323,990,392
398,106.111924,4083,38
399,106.330212,1314,200
400,106.390008,1069,499
401,106.408378,1017,519
402,107.007543,200,183
403,107.198457,124,204
404,107.346441,895,393
405,107.956807,399,112
406,108.055066,410,95
407,108.624239,1107,388
408,109.050897,212,217
409,109.360649,1007,385
410,110.109936,1052,652
411,110.114931,1143,388
412,110.35987,307,18
413,110.616767,392,91
414,110.82047,129,185
415,110.852025,129,159
416,111.12429,936,431
417,111.295228,128,205
418,111.541767,1025,388
419,112.066911,203,217
420,112.478559,431,97
421,112.625389,1000,396
422,112.73242,1045,496
423,112.98964,165,192
424,113.215189,1163,429
425,113.450308,1143,580
426,113.817832,1012,389
427,113.842202,1121,433
428,113.94042,971,373
429,114.087387,1088,377
430,114.52271,1028,498
431,114.65241,127,202
432,114.756231,1139,371
433,114.764084,1100,414
434,114.790793,1019,403
435,115.330765,1022,443
436,115.373219,1176,373
437,115.398333,1007,403
438,115.925734,382,38
439,116.507132,396,107
440,116.533773,401,147
441,116.621359,882,135
442,117.42583,1161,429
443,117.532537,21,139
444,117.668044,1053,383
445,117.95251,402,102
446,117.967826,1037,434
447,118.397287,4077,81
448,118.552319,945,504
449,118.946599,1050,403
450,119.311856,1036,386
451,119.342844,4075,91
452,119.409409,1062,413
453,119.459645,4105,67
454,119.574839,1070,398
455,119.899903,206,181
456,120.123244,419,130
457,120.139912,181,132
458,120.219519,1127,415
459,120.512313,1043,394
460,120.867867,4082,104
461,121.076813,413,95
462,121.2905,934,378
463,121.835289,1039,379
464,122.817427,91,24
465,123.022898,1017,393
466,123.031336,1007,468
467,123.064614,375,66
468,123.279551,10,146
469,123.414678,994,414
470,123.533207,298,18
471,123.665521,1002,388
472,123.777599,1021,390
473,124.259285,209,217
474,124.406539,386,96
475,124.442245,1092,415
476,124.681636,403,142
477,124.687122,415,101
478,124.722299,1013,363
479,124.834123,1014,395
480,124.934471,1034,377
481,125.103087,1002,396
482,125.44964,1149,516
483,125.714801,1112,403
484,125.783913,1314,159
485,125.892903,1917,56
486,126.224776,1043,431
487,126.23795,1032,421
488,126.372002,1093,382
489,126.396542,1173,429
490,127.166331,203,189
491,127.344222,390,97
492,127.87425,4085,59
493,127.890526,4090,56
494,127.991806,409,93
495,128.097364,402,92
496,128.288535,1354,225
497,128.81844,181,213
498,128.882228,1035,414
499,129.012474,1033,420
500,129.101442,206,179
501,129.260429,888,426
502,129.334871,209,183
503,129.505609,1102,433
504,129.677075,1007,424
505,129.732023,203,167
506,129.813594,1173,421
507,129.818924,1080,371
508,130.097843,395,92
509,130.106042,1011,677
510,130.426141,91,24
511,130.483345,209,167
512,130.809938,1159,399
513,130.90851,463,739
514,131.092575,1094,398
515,131.094174,130,199
516,131.370451,203,162
517,131.726877,206,217
518,132.126858,1003,373
519,132.395704,376,88
520,132.782338,401,125
521,133.081149,1023,427
522,133.392371,197,217
523,133.436189,91,16
524,134.23307,77,187
525,134.371659,4083,67
526,134.469437,1056,396
527,134.855968,1033,397
528,134.880889,1118,378
529,134.931698,1269,152
530,135.046141,1035,401
531,135.126747,1256,414
532,135.128899,1211,450
533,135.152903,396,89
534,135.400719,4078,46
535,135.413563,91,16
536,135.639164,1066,421
537,135.729149,91,24
538,135.824571,414,79
539,136.119902,378,52
540,136.226931,385,112
541,137.080557,1314,285
542,137.50624,401,88
543,138.154805,404,98
544,138.160473,91,16
545,138.439587,194,188
546,138.576003,4086,64
547,138.804052,1111,389
548,139.041757,1125,395
549,139.265873,1013,421
550,139.363233,847,89
551,140.214073,375,101
552,140.264568,1046,393
553,140.344586,395,58
554,140.462652,402,86
555,140.774395,1207,386
556,140.865087,997,415
557,141.053129,191,162
558,141.228514,978,430
559,141.27414,200,217
560,141.472495,1160,421
561,141.514379,1216,466
562,141.515893,912,427
563,141.516893,181,104
564,141.676625,206,162
565,142.26434,1010,396
566,142.431071,975,68
567,142.838282,1033,396
568,142.99318,163,157
569,143.183952,382,62
570,143.195051,1082,426
571,143.367023,1311,415
572,143.403694,200,217
573,143.406745,4093,91
574,143.417721,91,16
575,143.495211,181,85
576,143.564808,1004,412
577,144.042801,1315,144
578,144.299967,203,161
579,144.636018,960,403
580,145.386793,1032,387
581,145.448561,1144,396
582,145.459497,414,130
583,145.459783,399,86
584,145.789242,1113,98
585,145.845342,181,107
586,146.054748,161,193
587,146.252458,1001,398
588,146.419543,371,54
589,146.551895,1176,385
590,146.729681,1061,429
591,146.956424,886,95
592,147.040106,4101,58
593,147.171072,1137,428
594,147.225661,1245,389
595,147.255813,401,103
596,147.396901,405,83
597,147.608752,1319,169
598,147.995623,1052,429
599,148.18913,91,24
600,148.257883,1062,393
601,148.259979,2042,52
602,148.277629,4080,74
603,148.930373,328,18
604,148.979042,8,122
605,149.146041,1313,156
606,149.212459,2278,45
607,149.262497,1129,414
608,149.272552,405,110
609,149.417817,393,105
610,149.728896,167,187
611,149.746382,1040,456
612,149.977197,1113,399
613,150.011742,1042,411
614,150.032477,1180,414
615,150.063939,1069,426
616,150.187535,209,217
617,150.892545,1065,426
618,150.896561,128,173
619,150.906889,4082,50
620,150.907133,1037,415
621,151.155343,966,403
622,151.170425,380,99
623,151.325882,1087,396
624,151.380889,218,179
625,151.419676,387,75
626,151.516525,1000,498
627,152.421437,383,114
628,152.463441,1093,429
629,152.861951,1262,390
630,153.013292,1473,450
631,153.724494,1127,563
632,154.558681,1076,464
633,154.662273,1067,393
634,154.669624,402,73
635,154.778892,209,179
636,155.002164,1047,401
637,155.33796,200,193
638,155.597518,942,404
639,155.771199,1072,446
640,155.855495,1232,419
641,155.98362,373,91
642,156.139148,999,395
643,156.264687,1146,426
644,156.737223,1049,667
645,157.085519,1130,375
646,157.085654,1009,419
647,157.325257,1317,320
648,157.345482,921,114
649,157.470555,4084,34
650,157.521027,1157,429
651,157.601557,1093,425
652,157.637495,1035,405
653,157.639571,1009,395
654,157.668274,4091,40
655,157.72193,482,73
656,158.000126,4076,38
657,158.000773,401,104
658,158.065388,1046,429
659,158.425743,1230,389
660,158.443794,161,159
661,159.053001,26,238
662,159.073384,1108,399
663,159.211133,378,124
664,159.214063,1051,410
665,159.466809,2,93
666,159.633567,1001,373
667,159.691766,1059,429
668,159.847869,996,385
669,159.859111,1096,396
670,159.946754,417,98
671,160.2643,1139,396
672,160.398405,310,18
673,160.705187,1027,482
674,160.799948,1007,388
675,160.844938,161,150
676,161.053591,4099,55
677,161.220983,1025,394
678,161.27943,1044,413
679,161.401205,404,108
680,161.438862,1036,425
681,161.503614,1098,396
682,161.676822,405,105
683,161.702028,4074,50
684,161.715918,1269,451
685,161.816187,788,51
686,162.483709,918,397
687,162.664342,206,179
688,162.756703,4076,51
689,163.02951,1068,664
690,163.56063,1042,472
691,163.575873,417,92
692,163.757056,409,146
693,163.776854,1002,373
694,164.256174,942,104
695,164.472242,983,414
696,164.579158,4088,67
697,164.663102,1113,1000
698,164.73945,203,217
699,164.823341,435,83
700,164.851346,4086,37
701,165.013914,91,16
702,165.103613,1071,386
703,165.476427,167,217
704,165.477517,200,161
705,165.611585,181,92
706,165.791288,181,118
707,166.238291,4090,45
708,166.288425,1201,546
709,166.291017,1208,400
710,166.452806,373,57
711,166.749908,1005,407
712,166.83895,130,199
713,167.067526,1008,398
714,167.168962,91,16
715,167.446532,392,109
716,167.518384,394,94
717,167.696739,988,466
718,167.736436,1146,380
719,167.793823,4089,67
720,167.833899,1091,436
721,168.350159,379,87
722,168.483657,411,93
723,168.771615,4083,62
724,169.59149,396,65
725,169.654672,4088,107
726,169.880454,4073,29
727,169.909671,1060,396
728,169.942613,1046,429
729,169.95733,398,79
730,170.220351,3067,101
731,170.61187,381,99
732,170.817131,1117,428
733,170.902336,383,69
734,170.911845,403,106
735,171.152531,377,69
736,171.263676,403,101
737,171.604735,1145,396
738,171.786621,1209,403
739,171.930396,893,455
740,172.573325,1036,411
741,172.72295,203,217
742,172.996312,200,217
743,172.99668,299,18
744,173.231078,1142,436
745,173.475335,1318,234
746,174.185852,323,18
747,174.338631,1023,416
748,174.458928,1039,593
749,174.681349,1024,414
750,175.167076,206,165
751,175.205672,371,97
752,175.389351,373,66
753,175.439995,385,73
754,175.533046,203,167
755,175.882072,398,132
756,175.975567,1241,421
757,175.999246,1050,374
758,176.123897,4075,63
759,176.325462,401,86
760,176.418546,1436,386
761,176.606812,389,65
762,176.831056,386,49
763,176.861527,1069,426
764,176.894336,212,217
765,176.923777,991,373
766,176.999688,181,112
767,177.335033,4082,210
768,177.426378,395,142
769,178.195737,1007,451
770,178.220463,395,91
771,178.713623,324,18
772,178.746667,200,167
773,178.768849,397,103
774,178.769001,4074,67
775,178.832461,452,101
776,178.953435,391,93
777,179.038616,1061,429
778,179.161059,1007,379
779,179.356312,398,99
780,179.374755,913,398
781,179.496716,999,412
782,179.548139,385,84
783,179.557508,4096,45
784,179.895252,1161,408
785,180.322272,396,113
786,180.624456,4080,35
787,180.743119,200,188
788,180.804383,1116,401
789,180.833622,1046,531
790,180.972406,1015,397
791,180.989935,396,95
792,181.071985,1320,201
793,181.07519,1040,396
794,181.099773,416,153
795,181.235325,384,61
796,181.64273,1288,418
797,181.725255,203,162
798,181.743895,400,82
799,181.901275,209,217
800,181.926791,402,134
801,181.959329,906,146
802,182.044392,1312,204
803,182.138767,4076,92
804,182.524377,1042,373
805,182.584691,128,205
806,182.925449,1067,398
807,182.998118,1170,398
808,183.362202,1129,396
809,183.776414,4075,52
810,183.867361,401,144
811,183.997839,1032,401
812,184.098928,407,122
813,184.147985,1102,425
814,184.327616,1088,407
815,184.541003,385,107
816,184.585381,967,398
817,184.671373,395,83
818,184.8179,1160,392
819,184.988202,1019,413
820,185.078635,4082,31
821,185.550642,181,172
822,185.682041,91,24
823,185.761975,409,125
824,185.782036,383,58
825,185.851519,1363,363
826,185.857923,1034,550
827,185.865409,200,174
828,185.921607,4083,46
829,186.335667,4119,36
830,186.496873,998,373
831,186.621283,203,217
832,186.890739,1317,268
833,186.933822,1001,399
834,187.054164,167,168
835,187.181692,1093,429
836,187.21607,3053,69
837,187.277344,373,27
838,187.308712,4080,61
839,187.614788,209,194
840,187.832271,1314,161
841,187.860165,91,16
842,188.098882,2584,150
843,188.103514,1072,446
844,188.364494,370,69
845,188.370352,379,88
846,188.394754,1129,136
847,188.447756,372,90
848,188.610852,1297,368
849,188.619275,1012,420
850,188.620943,377,53
851,188.810412,1191,411
852,188.887181,4078,62
853,189.623389,393,101
854,189.800568,1208,413
855,190.150917,379,62
856,190.509151,4132,75
857,190.855051,394,70
858,190.893843,425,96
859,191.029129,313,18
860,191.058526,134,202
861,191.12022,181,418
862,191.706029,1027,405
863,191.850345,1035,431
864,191.957732,391,93
865,192.135357,395,118
866,192.841127,371,58
867,193.183366,1098,396
868,193.274626,1296,398
869,193.361686,124,159
870,193.520462,394,104
871,193.602925,1230,399
872,193.86169,2786,99
873,194.012643,380,74
874,194.195225,91,16
875,194.871441,1298,402
876,194.891237,4077,40
877,195.05782,1101,405
878,195.246245,998,518
879,195.398766,378,52
880,195.407394,1033,394
881,195.443632,4085,53
882,195.488361,4126,113
883,195.518164,395,90
884,195.890574,4075,58
885,196.425513,1120,415
886,196.521171,420,104
887,196.782151,1138,396
888,197.20197,406,89
889,197.309227,1314,152
890,197.46443,4089,68
891,197.819912,1057,445
892,198.084933,4095,50
893,198.63743,1074,403
894,198.798941,1133,432
895,198.819406,1110,451
896,198.822482,1005,111
897,198.823577,853,106
898,199.095765,1198,396
899,199.159192,372,61
900,199.578449,4084,66
901,200.015643,381,91
902,200.179306,1112,404
903,200.325239,956,75
904,200.337077,431,99
905,200.678166,957,414
906,200.773476,400,85
907,200.8721,2436,83
908,201.152138,4075,28
909,201.362087,394,93
910,202.080057,1216,456
911,202.145452,1398,44
912,202.380956,218,179
913,202.438944,4100,48
914,202.486898,391,93
915,202.607016,383,83
916,202.703921,22,147
917,203.035479,1247,398
918,203.082228,1318,139
919,203.220448,203,193
920,203.402532,1135,410
921,203.523461,1009,393
922,203.54773,1249,413
923,203.751065,391,94
924,203.776367,163,158
925,203.900093,404,71
926,204.11491,871,103
927,204.319808,4091,87
928,204.641729,978,401
929,204.93911,372,28
930,205.177341,372,67
931,205.451641,1165,411
932,205.498664,1262,373
933,205.691513,1216,421
934,205.741284,237,14
935,205.772115,91,24
936,205.776879,1196,385
937,205.984603,1116,411
938,206.239153,1102,427
939,206.433234,414,84
940,206.850773,392,74
941,207.100736,386,57
942,207.601926,1111,415
943,207.666322,997,393
944,207.677184,987,393
945,208.362332,203,167
946,208.438594,3744,67
947,208.639751,209,217
948,208.690025,908,90
949,208.956661,404,126
950,209.128426,1296,448
951,209.502551,396,87
952,209.660704,1035,411
953,209.742118,416,99
954,209.879917,167,205
955,210.005628,2584,174
956,210.017654,907,429
957,210.054517,429,108
958,210.103882,1361,98
959,210.137319,130,173
960,210.190961,203,217
961,210.268267,126,203
962,210.286503,1082,105
963,210.478325,397,54
964,210.507084,4093,35
965,211.157424,383,72
966,211.238774,416,144
967,211.415368,1072,411
968,211.44358,380,112
969,211.596232,1161,440
970,211.60901,197,217
971,211.635999,2426,130
972,211.777182,368,62
973,211.804381,1101,402
974,211.805666,405,142
975,211.854817,181,119
976,211.940008,910,60
977,212.232619,4145,40
978,212.575726,994,396
979,212.649181,1201,497
980,212.896026,4070,77
981,212.948192,4093,48
982,213.271043,4093,60
983,213.353057,400,95
984,213.404639,404,101
985,213.521487,4122,51
986,213.623616,1001,371
987,213.659715,1004,412
988,213.75372,1118,385
989,213.934058,391,98
990,213.981198,4084,36
991,214.003424,4091,42
992,214.039235,374,70
993,214.238752,395,132
994,214.334725,1318,151
995,214.732534,373,126
996,214.770189,167,217
997,215.419694,404,96
998,215.846596,399,91
999,216.027393,309,18
1000,216.174389,914,100
1001,216.545056,398,99
1002,216.551134,923,416
1003,216.769135,392,91
1004,217.570108,206,171
1005,217.583654,2406,33
1006,217.83249,1231,416
1007,217.834366,1181,415
1008,218.074981,374,73
1009,218.22184,396,120
1010,218.301526,181,209
1011,218.662269,4082,49
1012,218.778759,4079,53
1013,218.982253,1658,82
1014,218.983112,165,158
1015,219.231446,405,133
1016,219.468591,4119,59
1017,219.735425,1205,409
1018,219.884674,1120,397
1019,220.113917,367,49
1020,220.318331,405,96
1021,220.679853,4099,53
1022,220.824112,442,78
1023,220.878405,4074,28
1024,221.408927,1009,399
1025,221.676129,375,94
1026,221.958618,1009,399
1027,222.034753,1313,162
1028,222.092853,1133,432
1029,222.283676,385,77
1030,222.370205,1296,405
1031,222.698393,1199,440
1032,222.709894,1321,180
1033,223.339397,437,92
1034,223.38057,440,84
1035,224.395209,381,67
1036,224.501812,420,103
1037,224.789247,1060,449
1038,225.030611,1199,373
1039,225.052665,390,99
1040,225.189176,4122,73
1041,225.269108,4076,39
1042,225.519624,203,217
1043,225.60699,999,575
1044,225.697029,4082,128
1045,225.840764,1231,463
1046,226.198754,1165,409
1047,226.319997,987,393
1048,226.35581,414,101
1049,226.449241,396,102
1050,226.491825,1865,122
1051,226.494634,390,83
1052,226.496923,1083,429
1053,226.562281,373,69
1054,227.294001,4085,37
1055,227.413746,401,89
1056,227.492501,203,183
1057,227.753443,1233,377
1058,228.152331,1133,429
1059,228.259666,4122,64
1060,228.318331,1199,396
1061,228.40521,1226,95
1062,228.493521,1031,397
1063,228.763155,206,189
1064,228.784972,980,516
1065,228.794286,167,179
1066,228.915341,405,128
1067,228.925856,376,62
1068,229.016967,1313,169
1069,229.020278,1320,239
1070,229.102596,1052,101
1071,229.449751,1060,658
1072,229.512122,1049,395
1073,229.650731,408,104
1074,229.798888,91,16
1075,229.953003,1313,234
1076,230.204219,206,186
1077,230.231537,128,159
1078,230.668564,4089,50
1079,230.682124,1150,375
1080,230.691228,1196,425
1081,230.781025,406,102
1082,230.786345,388,92
1083,230.849156,980,396
1084,231.007595,173,158
1085,231.03209,407,91
1086,231.077022,963,407
1087,231.108108,1808,56
1088,231.410924,379,59
1089,231.497508,413,96
1090,231.601847,1146,425
1091,231.914152,1060,397
1092,231.928626,191,217
1093,232.142539,394,93
1094,232.239346,1204,412
1095,232.270186,197,217
1096,232.420569,1207,386
1097,232.512955,23,149
1098,232.517715,396,95
1099,232.574679,923,418
1100,232.65112,396,96
1101,232.651136,923,417
1102,232.672141,1262,415
1103,232.697071,1102,427
1104,232.845736,371,85
1105,233.157557,4075,39
1106,233.262555,1186,371
1107,233.39637,181,111
1108,233.398279,1008,373
1109,233.407988,1225,401
1110,233.532552,1181,426
1111,233.639048,1311,169
1112,233.900576,2216,49
1113,234.012194,200,179
1114,235.062994,1060,397
1115,235.093552,4074,74
1116,235.422357,763,30
1117,235.787254,1353,181
1118,236.446368,1035,411
1119,236.810778,4086,75
1120,236.960151,394,110
1121,237.26952,126,203
1122,237.281217,1264,440
1123,237.57752,91,16
1124,237.579924,4089,84
1125,237.659859,382,53
1126,237.688753,395,88
1127,237.786033,4089,79
1128,238.076786,1004,396
1129,238.203492,181,1000
1130,238.438576,1031,397
1131,238.548025,416,86
1132,238.971846,171,198
1133,239.31336,383,76
1134,239.377274,4071,46
1135,239.426071,1133,463
1136,239.802509,419,93
1137,239.901299,1083,397
1138,240.184578,1146,394
1139,240.429112,385,88
1140,241.050766,1264,418
1141,241.299908,402,103
1142,241.611791,415,142
1143,241.851934,386,66
1144,242.289814,1312,134
1145,242.358181,1009,399
1146,242.362915,1196,373
1147,242.394078,1007,395
1148,242.633947,1024,393
1149,243.132665,923,468
1150,243.264578,1318,918
1151,243.437901,4085,144
1152,244.025389,432,95
1153,244.336481,1010,429
1154,244.653833,371,78
1155,244.789087,403,91
1156,244.983981,2636,82
1157,245.180078,389,94
1158,245.411238,1072,468
1159,245.779285,391,116
1160,245.86383,396,105
1161,246.574073,4083,97
1162,246.617127,209,179
1163,246.870436,1136,401
1164,247.465923,206,183
1165,247.486648,203,162
1166,247.758961,1025,414
1167,247.884018,2516,75
1168,248.021688,944,40
1169,248.129361,1227,625
1170,248.402006,1211,368
1171,248.453662,1186,377
1172,248.514472,408,129
1173,248.848072,1139,373
1174,249.034435,419,130
1175,249.076617,1199,441
1176,249.234312,30,164
1177,249.327745,1008,373
1178,249.441135,1150,387
1179,249.477157,2584,135
1180,249.594468,1009,399
1181,249.966077,1231,526
1182,250.171306,1027,414
1183,250.265211,203,181
1184,250.368295,388,103
1185,250.742071,1231,394
1186,250.746404,1029,438
1187,250.81018,1009,385
1188,251.652253,1205,391
1189,252.055469,393,99
1190,252.078919,369,52
1191,252.284139,1010,393
1192,252.551964,1049,395
1193,252.60841,387,73
1194,252.822076,1010,397
